zip_code,lat,lng
10532,41.09873,-73.80066
10533,41.03826,-73.8556
10535,41.33536,-73.79965
10536,41.26971,-73.68943
10537,41.33784,-73.88528
10538,40.9376,-73.75707
10540,41.32575,-73.72745
10541,41.37855,-73.75122
10542,41.37115,-73.76436
10543,40.95274,-73.73645
10545,41.17861,-73.83547
10546,41.19472,-73.8002
10547,41.31178,-73.84637
10548,41.24599,-73.93643
10549,41.19981,-73.72028
10550,40.90627,-73.8351
10552,40.92376,-73.82497
10553,40.90858,-73.82161
10560,41.33303,-73.60264
10562,41.19295,-73.8305
10566,41.28924,-73.91837
10567,41.28922,-73.89633
10570,41.12854,-73.78917
10573,41.01676,-73.67735
10576,41.21323,-73.57289
10577,41.03755,-73.71349
10578,41.31815,-73.673
10579,41.39651,-73.83384
10580,40.97854,-73.69258
10583,40.98916,-73.79443
10588,41.33222,-73.82624
10589,41.33178,-73.6933
10590,41.25421,-73.53719
10591,41.08436,-73.84653
10594,41.11579,-73.771
10595,41.08626,-73.78097
10596,41.25552,-73.95854
10597,41.29423,-73.59703
10598,41.28309,-73.79516
10601,41.03288,-73.7648
10603,41.05364,-73.78014
10604,41.06013,-73.73955
10605,41.0095,-73.74518
10606,41.02065,-73.77588
10607,41.03949,-73.81214
10701,40.94702,-73.88034
10703,40.95765,-73.88114
10704,40.91911,-73.86187
10705,40.91929,-73.88928
10706,40.99047,-73.86951
10707,40.95961,-73.82291
10708,40.9379,-73.83167
10709,40.95337,-73.80885
10710,40.96732,-73.84739
10801,40.91751,-73.78396
10803,40.89978,-73.80619
10804,40.94914,-73.78629
10805,40.89593,-73.78028
10901,41.14554,-74.12504
10910,41.2773,-74.13625
10911,41.30798,-73.99243
10913,41.06845,-73.95574
10914,41.41671,-74.20087
10915,41.54022,-74.35714
10916,41.44881,-74.24311
10917,41.31851,-74.11094
10918,41.34816,-74.25828
10919,41.52836,-74.38327
10920,41.15477,-73.9393
10921,41.3292,-74.3651
10922,41.32794,-73.99604
10923,41.20265,-74.00031
10924,41.3788,-74.3512
10925,41.20076,-74.29535
10926,41.25856,-74.1307
10927,41.19263,-73.96735
10928,41.3457,-74.00265
10930,41.3667,-74.11035
10931,41.12769,-74.17012
10932,41.482,-74.46352
10933,41.36527,-74.51106
10940,41.45149,-74.46997
10941,41.48923,-74.34556
10950,41.31919,-74.19825
10952,41.11385,-74.07975
10953,41.40581,-74.07783
10954,41.09969,-74.01269
10956,41.15562,-73.99314
10958,41.3764,-74.42881
10960,41.08892,-73.92642
10962,41.04857,-73.96057
10963,41.4669,-74.54121
10964,41.01642,-73.91431
10965,41.06176,-74.01286
10968,41.03976,-73.91804
10969,41.292,-74.48879
10970,41.1852,-74.06568
10973,41.38442,-74.47566
10974,41.15826,-74.18993
10975,41.25951,-74.17042
10976,41.02871,-73.92594
10977,41.11749,-74.04825
10979,41.18237,-74.31877
10980,41.23157,-74.05709
10983,41.02747,-73.94826
10984,41.20928,-74.02008
10985,41.57697,-74.35782
10986,41.27917,-73.99445
10987,41.20737,-74.22284
10988,41.30133,-74.56218
10989,41.12479,-73.93632
10990,41.2651,-74.3663
10992,41.42648,-74.16567
10993,41.21011,-73.97565
10994,41.09702,-73.97322
10996,41.38996,-73.97257
10998,41.33118,-74.53989
11001,40.72356,-73.70451
11003,40.70143,-73.7078
11004,40.74621,-73.71147
11005,40.75661,-73.71424
11010,40.70066,-73.67514
11020,40.77098,-73.71293
11021,40.78644,-73.7289
11023,40.7994,-73.73282
11024,40.81642,-73.74205
11030,40.79293,-73.68868
11040,40.74572,-73.67979
11042,40.75854,-73.6975
11050,40.83815,-73.69113
11096,40.62143,-73.75292
11101,40.74679,-73.93916
11102,40.77161,-73.92619
11103,40.76261,-73.91334
11104,40.74484,-73.92049
11105,40.779,-73.90652
11106,40.76191,-73.93169
11109,40.7463,-73.95699
11201,40.69477,-73.99031
11203,40.64958,-73.93431
11204,40.61883,-73.98496
11205,40.69654,-73.96807
11206,40.7019,-73.94254
11207,40.67016,-73.89383
11208,40.67481,-73.87243
11209,40.62175,-74.03013
11210,40.62801,-73.94631
11211,40.71428,-73.94602
11212,40.6629,-73.91308
11213,40.67117,-73.93632
11214,40.59928,-73.99644
11215,40.66255,-73.98687
11216,40.68085,-73.94929
11217,40.68242,-73.97943
11218,40.64315,-73.97645
11219,40.63267,-73.99672
11220,40.64142,-74.01741
11221,40.6914,-73.92764
11222,40.72862,-73.94764
11223,40.59711,-73.97344
11224,40.57652,-73.9891
11225,40.6631,-73.95392
11226,40.64636,-73.95666
11228,40.61678,-74.01337
11229,40.60047,-73.94453
11230,40.6221,-73.96525
11231,40.67603,-74.00644
11232,40.65692,-74.00727
11233,40.67827,-73.91994
11234,40.6072,-73.91107
11235,40.58411,-73.94331
11236,40.63951,-73.90098
11237,40.70427,-73.92108
11238,40.67105,-73.96636
11239,40.64733,-73.87136
11249,40.71121,-73.96318
11354,40.7686,-73.82743
11355,40.75143,-73.82125
11356,40.78492,-73.84149
11357,40.78636,-73.81094
11358,40.76038,-73.79648
11359,40.79147,-73.77662
11360,40.7805,-73.78159
11361,40.76393,-73.77294
11362,40.75899,-73.73583
11363,40.77251,-73.74708
11364,40.74625,-73.75598
11365,40.73983,-73.79499
11366,40.73112,-73.7804
11367,40.73044,-73.82274
11368,40.74962,-73.85264
11369,40.76345,-73.87222
11370,40.77554,-73.88766
11371,40.77445,-73.87316
11372,40.75172,-73.88367
11373,40.73892,-73.87854
11374,40.72647,-73.86144
11375,40.72315,-73.84373
11377,40.74483,-73.90516
11378,40.72493,-73.91034
11379,40.71709,-73.88056
11385,40.70103,-73.89011
11411,40.69406,-73.73623
11412,40.69804,-73.759
11413,40.67002,-73.75116
11414,40.65818,-73.8448
11415,40.70808,-73.82801
11416,40.68458,-73.84967
11417,40.67641,-73.84455
11418,40.70032,-73.83603
11419,40.68863,-73.82302
11420,40.67352,-73.8177
11421,40.69403,-73.85865
11422,40.66053,-73.73658
11423,40.71564,-73.76826
11424,40.71397,-73.82809
11426,40.73641,-73.7223
11427,40.73094,-73.74569
11428,40.72099,-73.74222
11429,40.70958,-73.73843
11430,40.64703,-73.78717
11432,40.71491,-73.79295
11433,40.69805,-73.78675
11434,40.67683,-73.77623
11435,40.70111,-73.80968
11436,40.67587,-73.79664
11439,40.72195,-73.79455
11451,40.7012,-73.79579
11501,40.74629,-73.63921
11507,40.77082,-73.6521
11509,40.58872,-73.7286
11510,40.65027,-73.60809
11514,40.74979,-73.61298
11516,40.6258,-73.7263
11518,40.63772,-73.66691
11520,40.65007,-73.58305
11530,40.72716,-73.63654
11542,40.87073,-73.62879
11545,40.82685,-73.58853
11547,40.82881,-73.64505
11548,40.81414,-73.6097
11549,40.71896,-73.59973
11550,40.70158,-73.62039
11552,40.6916,-73.65073
11553,40.70529,-73.5923
11554,40.71974,-73.56044
11556,40.71997,-73.58327
11557,40.63723,-73.6921
11558,40.60539,-73.64952
11559,40.60615,-73.71688
11560,40.88068,-73.59057
11561,40.58969,-73.64455
11563,40.65746,-73.67408
11565,40.67505,-73.67177
11566,40.66307,-73.55407
11568,40.78659,-73.59719
11569,40.5903,-73.58046
11570,40.66504,-73.63882
11572,40.63231,-73.63686
11575,40.68044,-73.58525
11576,40.79791,-73.64711
11577,40.78288,-73.6391
11579,40.84406,-73.64426
11580,40.67491,-73.70374
11581,40.65153,-73.71653
11590,40.75541,-73.57463
11596,40.75968,-73.6422
11598,40.63109,-73.71188
11691,40.60152,-73.76173
11692,40.59373,-73.79201
11693,40.59649,-73.81663
11694,40.57532,-73.85099
11697,40.55749,-73.91361
11701,40.6817,-73.41289
11702,40.65155,-73.33824
11703,40.73325,-73.32533
11704,40.71623,-73.35908
11705,40.74514,-73.05461
11706,40.706,-73.24208
11709,40.90665,-73.56005
11710,40.67217,-73.53293
11713,40.77774,-72.94253
11714,40.74267,-73.48615
11715,40.75005,-73.03531
11716,40.77131,-73.12729
11717,40.78405,-73.25223
11718,40.71891,-73.26391
11719,40.77935,-72.91175
11720,40.87025,-73.08202
11721,40.89362,-73.37009
11722,40.78358,-73.19657
11724,40.86522,-73.45288
11725,40.84056,-73.28085
11726,40.67891,-73.39564
11727,40.88019,-73.00368
11729,40.76249,-73.32161
11730,40.72701,-73.18456
11731,40.86262,-73.31703
11732,40.84245,-73.53916
11733,40.93742,-73.10544
11735,40.73177,-73.43284
11738,40.83779,-73.03761
11739,40.71058,-73.16275
11740,40.86536,-73.36118
11741,40.79473,-73.07043
11742,40.81034,-73.0419
11743,40.88018,-73.4266
11746,40.81421,-73.3608
11747,40.78372,-73.40931
11749,40.80674,-73.1708
11751,40.72999,-73.21424
11752,40.75791,-73.17359
11753,40.78976,-73.5411
11754,40.88771,-73.24738
11755,40.8583,-73.11748
11756,40.72545,-73.51656
11757,40.68892,-73.37356
11758,40.65361,-73.45626
11762,40.68283,-73.44707
11763,40.82529,-72.98245
11764,40.93585,-72.97544
11765,40.88249,-73.55862
11766,40.93602,-73.01645
11767,40.84438,-73.14535
11768,40.91052,-73.32611
11769,40.73703,-73.12929
11770,40.64945,-73.14123
11771,40.8674,-73.52651
11772,40.76118,-72.9875
11776,40.91345,-73.04567
11777,40.95171,-73.0645
11778,40.94312,-72.93073
11779,40.8127,-73.1156
11780,40.89249,-73.16973
11782,40.73727,-73.08024
11783,40.67766,-73.49068
11784,40.86855,-73.0422
11786,40.94711,-72.88939
11787,40.85338,-73.21089
11788,40.81808,-73.21318
11789,40.95759,-72.97214
11790,40.90719,-73.12777
11791,40.82819,-73.50282
11792,40.94832,-72.8302
11793,40.6462,-73.51024
11794,40.91915,-73.12475
11795,40.70803,-73.29827
11796,40.72958,-73.09986
11797,40.81739,-73.47004
11798,40.752,-73.37497
11801,40.76256,-73.52383
11803,40.78177,-73.4733
11804,40.75829,-73.45706
11901,40.92424,-72.64697
11930,40.98877,-72.10482
11931,40.93347,-72.62195
11932,40.93322,-72.30603
11933,40.92449,-72.75453
11934,40.80201,-72.79428
11935,41.01795,-72.48933
11937,40.99714,-72.20253
11939,41.12627,-72.34223
11940,40.80819,-72.75664
11941,40.83311,-72.72315
11942,40.84901,-72.57764
11944,41.09888,-72.37223
11946,40.87033,-72.52294
11947,40.94302,-72.58189
11948,40.9662,-72.55797
11949,40.86496,-72.80097
11950,40.80627,-72.84734
11951,40.76624,-72.83655
11952,40.99716,-72.54369
11953,40.88585,-72.95054
11954,41.04458,-71.9518
11955,40.80777,-72.82289
11956,40.98067,-72.46868
11957,41.1492,-72.26181
11958,41.03688,-72.4613
11959,40.82903,-72.60977
11960,40.80894,-72.70615
11961,40.90458,-72.88488
11962,40.93715,-72.27379
11963,40.99921,-72.32271
11964,41.05743,-72.31492
11965,41.07727,-72.34244
11967,40.80092,-72.87611
11968,40.90035,-72.42081
11970,40.94029,-72.57403
11971,41.05949,-72.42617
11972,40.82362,-72.70045
11973,40.86583,-72.88718
11975,40.95146,-72.25093
11976,40.92986,-72.34721
11977,40.82769,-72.67947
11978,40.82878,-72.64669
11980,40.8321,-72.92198
12007,42.48889,-73.93159
12008,42.85367,-73.9063
12009,42.69824,-74.03398
12010,42.93752,-74.17287
12015,42.28315,-73.82543
12017,42.31453,-73.45682
12018,42.62926,-73.52662
12019,42.92993,-73.88245
12020,43.00208,-73.87401
12022,42.66653,-73.33401
12023,42.60656,-74.16573
12024,42.48134,-73.53419
12025,43.09142,-74.11924
12027,42.92122,-73.90872
12028,42.94545,-73.44213
12029,42.40397,-73.42466
12031,42.76579,-74.46617
12032,43.24042,-74.55666
12033,42.53665,-73.70558
12035,42.73453,-74.37534
12036,42.53564,-74.68468
12037,42.33506,-73.55714
12040,42.63047,-73.35916
12041,42.55893,-73.97028
12042,42.38185,-73.89162
12043,42.70357,-74.5267
12045,42.47974,-73.79682
12046,42.48864,-73.92119
12047,42.78396,-73.72655
12051,42.34493,-73.83938
12052,42.75767,-73.47847
12053,42.75283,-74.18791
12054,42.60764,-73.86864
12056,42.76761,-74.0905
12057,42.97316,-73.34335
12058,42.3498,-73.923
12059,42.61403,-74.05811
12060,42.41325,-73.49284
12061,42.59915,-73.65658
12062,42.52871,-73.501
12063,42.56442,-73.63826
12064,42.60711,-74.65887
12065,42.85402,-73.78654
12066,42.78011,-74.30291
12067,42.56083,-73.91663
12068,42.95701,-74.40467
12069,42.94336,-74.28193
12070,42.98513,-74.25441
12071,42.56971,-74.41521
12072,42.88102,-74.36164
12074,43.05219,-74.04709
12075,42.30145,-73.64046
12076,42.40868,-74.38506
12077,42.59426,-73.7841
12078,43.12338,-74.36255
12082,42.76998,-73.44672
12083,42.43151,-74.03155
12084,42.70411,-73.90182
12085,42.70043,-73.96659
12086,42.99684,-74.10508
12087,42.42794,-73.8931
12090,42.88073,-73.35624
12092,42.70396,-74.38456
12093,42.49599,-74.6262
12094,42.89091,-73.48737
12095,43.03151,-74.41553
12106,42.38871,-73.71228
12108,43.47045,-74.42768
12110,42.75349,-73.77671
12115,42.46747,-73.59338
12116,42.53849,-74.91278
12117,43.16894,-74.25557
12118,42.92096,-73.72049
12120,42.45781,-74.1409
12121,42.84368,-73.60398
12122,42.54341,-74.31138
12123,42.52239,-73.60636
12124,42.44652,-73.78494
12125,42.47633,-73.40394
12130,42.44156,-73.65835
12131,42.46573,-74.46249
12132,42.47102,-73.63362
12134,43.26533,-74.23059
12136,42.43249,-73.56016
12137,42.85727,-74.12922
12138,42.73735,-73.37128
12139,43.52096,-74.56552
12140,42.689,-73.56689
12143,42.48525,-73.85218
12144,42.63106,-73.71801
12147,42.51365,-74.15147
12148,42.83361,-73.84652
12149,42.62011,-74.56692
12150,42.87613,-74.04923
12151,42.92553,-73.78874
12153,42.63606,-73.46692
12154,42.93713,-73.60124
12155,42.59229,-74.82337
12156,42.47764,-73.74354
12157,42.66742,-74.29892
12158,42.53927,-73.81903
12159,42.64328,-73.88503
12160,42.76325,-74.36619
12161,42.53369,-73.84606
12164,43.62883,-74.42717
12165,42.31518,-73.50756
12166,42.83846,-74.45644
12167,42.42101,-74.59011
12168,42.5614,-73.3751
12169,42.58249,-73.43559
12170,42.99936,-73.66234
12172,42.28915,-73.73895
12173,42.39042,-73.76196
12174,42.35314,-73.72802
12175,42.55489,-74.56161
12176,42.38839,-73.96787
12177,42.95184,-74.28459
12180,42.7516,-73.59997
12182,42.80044,-73.63519
12183,42.74742,-73.69259
12184,42.42272,-73.65387
12185,42.90102,-73.53507
12186,42.62502,-73.9737
12187,42.62632,-74.46537
12188,42.8199,-73.69589
12189,42.73618,-73.71688
12190,43.47359,-74.2733
12192,42.40428,-73.82136
12193,42.51713,-74.04327
12194,42.53839,-74.45431
12195,42.47876,-73.46505
12196,42.63149,-73.61708
12197,42.6094,-74.72587
12198,42.67819,-73.63285
12202,42.63355,-73.763
12203,42.68138,-73.85099
12204,42.68723,-73.72869
12205,42.71719,-73.83006
12206,42.67415,-73.78196
12207,42.65657,-73.74749
12208,42.65293,-73.80835
12209,42.6382,-73.78976
12210,42.66399,-73.75985
12211,42.7083,-73.76393
12222,42.68637,-73.82656
12226,42.67931,-73.80987
12302,42.88188,-73.98323
12303,42.74938,-73.92562
12304,42.77375,-73.89742
12305,42.81219,-73.95036
12306,42.80686,-74.03344
12307,42.80507,-73.93341
12308,42.82152,-73.92006
12309,42.79693,-73.86785
12401,41.93504,-74.05446
12404,41.81602,-74.23632
12405,42.31585,-74.0989
12406,42.09647,-74.56502
12407,42.30075,-74.35343
12409,42.05662,-74.16655
12410,42.0706,-74.45212
12411,41.87975,-74.04094
12412,42.01218,-74.27698
12413,42.31338,-74.02628
12414,42.2211,-73.92356
12416,42.09554,-74.28592
12417,41.9073,-73.98943
12418,42.35863,-74.1609
12419,41.85948,-74.10265
12420,41.6743,-74.37769
12421,42.2512,-74.5336
12422,42.39205,-74.20232
12423,42.37968,-74.11136
12424,42.24689,-74.14358
12427,42.14771,-74.11921
12428,41.73817,-74.44615
12429,41.83323,-73.961
12430,42.20306,-74.49933
12431,42.35877,-74.01843
12432,42.04702,-73.94403
12433,42.00533,-74.15526
12434,42.36491,-74.50793
12435,41.72715,-74.51148
12436,42.20447,-74.0746
12438,42.21251,-74.59667
12439,42.29674,-74.18789
12440,41.78665,-74.16338
12441,42.1502,-74.50625
12442,42.22275,-74.23545
12443,41.93388,-74.08536
12444,42.24942,-74.28993
12446,41.79063,-74.31655
12448,42.07955,-74.20067
12449,41.99377,-73.99338
12450,42.13804,-74.22176
12451,42.30337,-73.94802
12452,42.23891,-74.34986
12453,42.0929,-73.93629
12454,42.2869,-74.15038
12455,42.14871,-74.66334
12456,42.03308,-73.99703
12457,42.03997,-74.24659
12458,41.82273,-74.41666
12459,42.23976,-74.6805
12460,42.42357,-74.16676
12461,41.90531,-74.25246
12463,42.1895,-74.01573
12464,42.04071,-74.34452
12465,42.15278,-74.46725
12466,41.90671,-73.97826
12468,42.29998,-74.41375
12469,42.44521,-74.2421
12470,42.26932,-74.05515
12471,41.83799,-74.04195
12472,41.84732,-74.07447
12473,42.26157,-74.02827
12474,42.29378,-74.58117
12475,42.01397,-74.01332
12477,42.08528,-74.00028
12480,42.13803,-74.37683
12481,41.97519,-74.22718
12482,42.26841,-73.95587
12483,41.66796,-74.44184
12484,41.87024,-74.17338
12485,42.20507,-74.15288
12486,41.83438,-74.06235
12487,41.86095,-73.99555
12489,41.75597,-74.35462
12490,42.12355,-73.9251
12491,41.96957,-74.13311
12492,42.18758,-74.33453
12493,41.79316,-73.97283
12494,41.94857,-74.30169
12495,42.08264,-74.24563
12496,42.32669,-74.27256
12498,42.04772,-74.11007
12501,41.85664,-73.55953
12502,42.08324,-73.65409
12503,42.03615,-73.58139
12504,42.02342,-73.9094
12507,42.00735,-73.92126
12508,41.49637,-73.95351
12512,41.5542,-73.96471
12513,42.21661,-73.71639
12514,41.87137,-73.76274
12515,41.68008,-74.06451
12516,42.10722,-73.55343
12517,42.13392,-73.51103
12518,41.41847,-74.03571
12520,41.43362,-74.00693
12521,42.17071,-73.65164
12522,41.72693,-73.58893
12523,42.08627,-73.75311
12524,41.53092,-73.89245
12525,41.68115,-74.17751
12526,42.12236,-73.85938
12527,41.51931,-73.93703
12528,41.72273,-74.00477
12529,42.21335,-73.53802
12530,42.20692,-73.68413
12531,41.53689,-73.66917
12533,41.55925,-73.79401
12534,42.22434,-73.75427
12538,41.79246,-73.89336
12540,41.67073,-73.72524
12542,41.60772,-73.99666
12543,41.48602,-74.22354
12544,42.26129,-73.66822
12545,41.7914,-73.67251
12546,41.96627,-73.53313
12547,41.65463,-73.98322
12548,41.66307,-74.10157
12549,41.52957,-74.25843
12550,41.53671,-74.05196
12553,41.46146,-74.07311
12561,41.75602,-74.0958
12563,41.49417,-73.5891
12564,41.57827,-73.5862
12565,42.24849,-73.64584
12566,41.62223,-74.33256
12567,41.98206,-73.65211
12569,41.7346,-73.79731
12570,41.62377,-73.66983
12571,42.00663,-73.81152
12572,41.92548,-73.8717
12574,41.91764,-73.94566
12575,41.48514,-74.15714
12577,41.42048,-74.11678
12578,41.80629,-73.79673
12580,41.85348,-73.87302
12581,41.90625,-73.69374
12582,41.54693,-73.72919
12583,42.05625,-73.88014
12585,41.72396,-73.7025
12586,41.5657,-74.17289
12589,41.6278,-74.15875
12590,41.59559,-73.88774
12592,41.78601,-73.5528
12594,41.66049,-73.56004
12601,41.70602,-73.91119
12603,41.67816,-73.86744
12604,41.68844,-73.89448
12701,41.65125,-74.6982
12719,41.48431,-74.90543
12720,41.65794,-74.90029
12721,41.56741,-74.42832
12722,41.59042,-74.3748
12723,41.77809,-75.02751
12724,41.85195,-74.93535
12725,41.95679,-74.54794
12726,41.69269,-74.96902
12729,41.49411,-74.61582
12732,41.56075,-74.87353
12733,41.73378,-74.6102
12734,41.7354,-74.7531
12736,41.85327,-75.01917
12737,41.50529,-74.79941
12738,41.66009,-74.59119
12740,41.89499,-74.46616
12741,41.84368,-75.07816
12742,41.71796,-74.72108
12743,41.54065,-74.84687
12745,41.78503,-75.02633
12746,41.44929,-74.65582
12747,41.76596,-74.65934
12748,41.77604,-74.91845
12749,41.69149,-74.82768
12750,41.73595,-74.96382
12751,41.69209,-74.66119
12752,41.68278,-74.9905
12754,41.80004,-74.73643
12758,41.9428,-74.74942
12759,41.78399,-74.65758
12760,41.90063,-75.10559
12762,41.65582,-74.79462
12763,41.68221,-74.52205
12764,41.59639,-74.98515
12765,41.85265,-74.6281
12766,41.81408,-74.97923
12767,41.83504,-75.00284
12768,41.87157,-74.71507
12769,41.65925,-74.47071
12770,41.44681,-74.85028
12771,41.37394,-74.62429
12775,41.62266,-74.58232
12776,41.96486,-74.93197
12777,41.55172,-74.71067
12778,41.66174,-74.8138
12779,41.69804,-74.62703
12780,41.44514,-74.71989
12781,41.61448,-74.47208
12783,41.74026,-74.83502
12784,41.66907,-74.61485
12785,41.52429,-74.58051
12786,41.64306,-74.85393
12787,41.7931,-74.8365
12788,41.79552,-74.58846
12789,41.71374,-74.57233
12790,41.5863,-74.51705
12791,41.81126,-74.88692
12792,41.51447,-74.95172
12801,43.31097,-73.64545
12803,43.28891,-73.63024
12804,43.3375,-73.68307
12808,43.74782,-73.75393
12809,43.24097,-73.4624
12810,43.49862,-73.95217
12811,43.57502,-74.07508
12812,43.85731,-74.41213
12814,43.6004,-73.63678
12815,43.70161,-73.69459
12816,43.05085,-73.37829
12817,43.63697,-73.82614
12819,43.61144,-73.46315
12820,43.46022,-73.64067
12821,43.45866,-73.41332
12822,43.2407,-73.88959
12823,43.17945,-73.40628
12824,43.5279,-73.71386
12827,43.44917,-73.51241
12828,43.25534,-73.56841
12831,43.19533,-73.68791
12832,43.36813,-73.31716
12833,43.13866,-73.84355
12834,43.09706,-73.50423
12835,43.32496,-74.00589
12836,43.74994,-73.56816
12837,43.50842,-73.26651
12838,43.34354,-73.40756
12839,43.34496,-73.55058
12841,43.59919,-73.5165
12842,43.75058,-74.2746
12843,43.5849,-73.97771
12844,43.49423,-73.64081
12845,43.42757,-73.70703
12846,43.34022,-73.80592
12847,43.98698,-74.59024
12849,43.44812,-73.2985
12850,43.09886,-73.97941
12851,43.85171,-74.06211
12852,43.99293,-74.13598
12853,43.68816,-73.99804
12854,43.45019,-73.32767
12855,44.00121,-73.79762
12856,43.65531,-74.14625
12857,43.84033,-73.93354
12858,43.88899,-73.6703
12859,43.16587,-73.90569
12860,43.72843,-73.80942
12861,43.74982,-73.41502
12862,43.67419,-73.91878
12863,43.06031,-73.93162
12864,43.72733,-74.3054
12865,43.21225,-73.34191
12866,43.07537,-73.7401
12870,43.83931,-73.7625
12871,43.09249,-73.61196
12872,43.8839,-73.72309
12873,43.1185,-73.30682
12874,43.69035,-73.54836
12878,43.44217,-74.0479
12883,43.85291,-73.50786
12884,43.08855,-73.5921
12885,43.52929,-73.83161
12886,43.63689,-73.92654
12887,43.54504,-73.37471
12901,44.70842,-73.47465
12903,44.65698,-73.46306
12910,44.8546,-73.64593
12911,44.53464,-73.46687
12912,44.46233,-73.74201
12913,44.42627,-74.01562
12914,44.93289,-74.6018
12915,44.8535,-74.035
12916,44.83572,-74.5145
12917,44.92468,-74.17387
12918,44.68975,-73.67863
12919,44.96793,-73.45072
12920,44.89332,-74.06016
12921,44.89188,-73.43574
12922,44.33381,-74.7827
12923,44.94546,-73.95802
12924,44.47589,-73.58751
12926,44.95223,-74.32214
12927,44.2005,-74.81818
12928,43.9539,-73.52898
12929,44.71971,-73.71909
12930,44.72349,-74.5437
12932,44.21222,-73.6082
12933,44.89118,-73.84512
12934,44.84603,-73.87659
12935,44.85709,-73.79461
12936,44.26869,-73.4029
12937,44.96176,-74.47807
12939,44.43859,-74.16541
12941,44.35147,-73.7126
12942,44.26023,-73.79523
12943,44.13934,-73.82075
12944,44.44585,-73.51193
12945,44.33451,-74.23829
12946,44.23162,-73.98903
12950,44.32685,-73.57675
12952,44.71181,-73.91362
12953,44.74198,-74.26347
12955,44.78934,-73.95855
12956,44.09301,-73.49628
12957,44.85353,-74.57706
12958,44.95661,-73.57419
12959,44.96073,-73.7014
12960,44.02226,-73.54123
