RegionID,SizeRank,RegionName,RegionType,StateName,State,City,CountyName,06-30-25
88672,10639,70555,zip,LA,LA,Maurice,Vermilion Parish,259427.4255
94170,10640,83445,zip,ID,ID,,Fremont County,343274.58
61900,10640,10706,zip,NY,NY,Hastings on Hudson,Westchester County,1038392.484
74419,10642,37686,zip,TN,TN,Piney Flats,Sullivan County,378274.3121
69726,10642,28114,zip,NC,NC,Mooresboro,Rutherford County,154443.49
62910,10642,13035,zip,NY,NY,Cazenovia,Madison County,388156.4631
72935,10645,33954,zip,FL,FL,Port Charlotte,Charlotte County,309384.2029
58507,10646,1833,zip,MA,MA,Georgetown,Essex County,771304.0722
65868,10647,19343,zip,PA,PA,Glenmoore,Chester County,664567.0173
89812,10647,72927,zip,AR,AR,,Logan County,157267.8334
74230,10649,37190,zip,TN,TN,Woodbury,Cannon County,309255.3056
61236,10650,8884,zip,NJ,NJ,Spotswood,Middlesex County,567292.6969
82301,10651,55454,zip,MN,MN,Minneapolis,Hennepin County,164356.7921
74783,10651,38355,zip,TN,TN,Medina,Gibson County,322137.6359
80029,10651,49913,zip,MI,MI,Laurium,Houghton County,138943.6831
72013,10654,32456,zip,FL,FL,Port Saint Joe,Gulf County,503414.6321
79250,10655,48519,zip,MI,MI,Burton,Genesee County,184084.1582
61879,10656,10589,zip,NY,NY,Somers,Westchester County,661185.3187
81597,10656,54165,zip,WI,WI,Seymour,Outagamie County,341185.1682
73095,10656,34429,zip,FL,FL,Crystal River,Citrus County,262799.1749
78905,10656,48015,zip,MI,MI,Center Line,Macomb County,175253.1379
71183,10660,30536,zip,GA,GA,Ellijay,Gilmer County,447372.3088
81167,10660,53040,zip,WI,WI,Kewaskum,Washington County,387136.5913
61184,10662,8810,zip,NJ,NJ,Dayton,Middlesex County,644179.0391
64028,10663,15332,zip,PA,PA,Finleyville,Washington County,241106.3062
77103,10664,44273,zip,OH,OH,Seville,Medina County,330959.4155
65250,10665,17921,zip,PA,PA,Ashland,Schuylkill County,122924.4858
73151,10666,34637,zip,FL,FL,Land O Lakes,Pasco County,446905.3823
69253,10666,27239,zip,NC,NC,Denton,Davidson County,237309.5557
79309,10668,48653,zip,MI,MI,Roscommon,Roscommon County,201906.1747
79841,10669,49646,zip,MI,MI,Kalkaska,Kalkaska County,214833.4107
60210,10670,6234,zip,CT,CT,Brooklyn,Windham County,393051.1737
89631,10671,72560,zip,AR,AR,Mountain View,Stone County,208711.772
79672,10672,49302,zip,MI,MI,,Kent County,486066.1826
80986,10672,52411,zip,IA,IA,Cedar Rapids,Linn County,447985.0635
60736,10674,7645,zip,NJ,NJ,Montvale,Bergen County,918705.1356
98498,10675,95946,zip,CA,CA,Penn Valley,Nevada County,520286.1681
75450,10676,39842,zip,GA,GA,Dawson,Terrell County,109544.5119
60276,10677,6379,zip,CT,CT,Stonington,New London County,456552.5076
89673,10678,72638,zip,AR,AR,Green Forest,Carroll County,214373.9476
69327,10679,27376,zip,NC,NC,West End,Moore County,429100.9872
85247,10680,61951,zip,IL,IL,Sullivan,Moultrie County,185928.6404
80083,10680,50022,zip,IA,IA,Atlantic,Cass County,154030.6082
72021,10680,32465,zip,FL,FL,Wewahitchka,Gulf County,194418.7758
81376,10683,53551,zip,WI,WI,Lake Mills,Jefferson County,412488.2104
67441,10683,22932,zip,VA,VA,Crozet,Albemarle County,605477.0445
100185,10683,99324,zip,WA,WA,College Place,Walla Walla County,411961.852
74427,10683,37701,zip,TN,TN,Alcoa,Blount County,300160.6801
77224,10687,44606,zip,OH,OH,Apple Creek,Wayne County,318385.3616
74506,10687,37841,zip,TN,TN,Oneida,Scott County,186866.4325
58970,10689,2892,zip,RI,RI,Richmond,Washington County,584607.4396
63841,10690,15024,zip,PA,PA,Cheswick,Allegheny County,250362.1344
61664,10691,10069,zip,NY,NY,New York,New York County,1920553.721
78582,10692,47394,zip,IN,IN,Winchester,Randolph County,140071.2567
70139,10693,28690,zip,NC,NC,Valdese,Burke County,243351.1336
97289,10694,93463,zip,CA,CA,Solvang,Santa Barbara County,1364062.001
73832,10694,36323,zip,AL,AL,Elba,Coffee County,120850.1406
67916,10696,24013,zip,VA,VA,Roanoke,Roanoke City,155908.4768
74350,10697,37381,zip,TN,TN,Spring City,Rhea County,249564.188
89428,10697,72176,zip,AR,AR,Ward,Lonoke County,214587.4753
94357,10699,83860,zip,ID,ID,Sagle,Bonner County,788827.0228
65619,10700,18848,zip,PA,PA,Towanda,Bradford County,206548.8465
97344,10701,93591,zip,CA,CA,Palmdale,Los Angeles County,383483.1828
77456,10702,45123,zip,OH,OH,Greenfield,Highland County,166468.662
75318,10703,39476,zip,MS,MS,Richton,Perry County,142018.8439
59266,10704,3874,zip,NH,NH,Seabrook,Rockingham County,655037.533
91231,10704,76078,zip,TX,TX,,Wise County,380108.8592
71276,10706,30683,zip,GA,GA,Winterville,Clarke County,330837.6878
68105,10707,24343,zip,VA,VA,Hillsville,Carroll County,180090.1875
89208,10708,71822,zip,AR,AR,Ashdown,Little River County,147419.9661
69767,10709,28204,zip,NC,NC,Charlotte,Mecklenburg County,592220.1749
84469,10710,60416,zip,IL,IL,Coal City,Grundy County,285139.9869
92521,10711,78578,zip,TX,TX,Port Isabel,Cameron County,263058.8858
75015,10712,38824,zip,MS,MS,Baldwyn,Prentiss County,151075.5822
81245,10712,53146,zip,WI,WI,New Berlin,Waukesha County,431801.2072
65166,10714,17751,zip,PA,PA,Mill Hall,Clinton County,217990.9858
65029,10714,17327,zip,PA,PA,Glen Rock,York County,357099.379
72302,10716,32920,zip,FL,FL,Cape Canaveral,Brevard County,329168.0036
73480,10716,35476,zip,AL,AL,Northport,Tuscaloosa County,189230.7218
65352,10718,18078,zip,PA,PA,Schnecksville,Lehigh County,511726.9055
89030,10719,71334,zip,LA,LA,Ferriday,Concordia Parish,73189.62267
76837,10721,43764,zip,OH,OH,New Lexington,Perry County,180697.5331
71127,10721,30442,zip,GA,GA,Millen,Jenkins County,148570.861
65022,10723,17320,zip,PA,PA,Fairfield,Adams County,347057.2107
86812,10724,65453,zip,MO,MO,Cuba,Crawford County,220713.3339
73099,10724,34433,zip,FL,FL,Dunnellon,Citrus County,282995.2831
90163,10726,73750,zip,OK,OK,Kingfisher,Kingfisher County,226426.1216
65804,10727,19137,zip,PA,PA,Philadelphia,Philadelphia County,230028.8058
81144,10727,53014,zip,WI,WI,Chilton,Calumet County,282825.7792
91219,10727,76060,zip,TX,TX,Kennedale,Tarrant County,395223.6297
59362,10730,4093,zip,ME,ME,Buxton,York County,472341.2398
58232,10731,1057,zip,MA,MA,Monson,Hampden County,395363.0049
74227,10732,37187,zip,TN,TN,White Bluff,Dickson County,346635.0603
85200,10732,61856,zip,IL,IL,Monticello,Piatt County,272115.5934
87030,10734,66007,zip,KS,KS,Basehor,Leavenworth County,435089.5122
59013,10734,3049,zip,NH,NH,Hollis,Hillsborough County,805094.6321
71558,10736,31537,zip,GA,GA,Folkston,Charlton County,204861.3274
69956,10737,28445,zip,NC,NC,Holly Ridge,Onslow County,523724.3552
98100,10737,95316,zip,CA,CA,Denair,Stanislaus County,544649.33
73568,10739,35654,zip,AL,AL,Russellville,Franklin County,186115.6469
61241,10740,8889,zip,NJ,NJ,Whitehouse Station,Hunterdon County,710372.5151
72913,10740,33920,zip,FL,FL,Alva,Lee County,404184.5798
78071,10742,46278,zip,IN,IN,Indianapolis,Marion County,428269.4631
67901,10743,23970,zip,VA,VA,South Hill,Mecklenburg County,204439.699
68805,10744,25880,zip,WV,WV,Bradley,Raleigh County,123266.5046
98519,10745,95969,zip,CA,CA,Paradise,Butte County,327779.1153
75686,10746,40447,zip,KY,KY,McKee,Jackson County,94605.30309
60548,10746,7033,zip,NJ,NJ,Kenilworth,Union County,652320.7051
62284,10748,11933,zip,NY,NY,Calverton,Suffolk County,620533.6874
71263,10748,30662,zip,GA,GA,Royston,Franklin County,269416.1481
93113,10750,79901,zip,TX,TX,El Paso,El Paso County,137569.7332
82122,10751,55121,zip,MN,MN,Eagan,Dakota County,344805.795
73838,10752,36345,zip,AL,AL,Headland,Henry County,222236.4346
88724,10753,70648,zip,LA,LA,Kinder,Allen Parish,143942.9433
63935,10754,15204,zip,PA,PA,Pittsburgh,Allegheny County,131136.0525
64242,10754,15683,zip,PA,PA,Scottdale,Westmoreland County,179031.6365
93092,10756,79830,zip,TX,TX,Alpine,Brewster County,255261.135
62528,10756,12307,zip,NY,NY,Schenectady,Schenectady County,165713.573
99502,10756,98014,zip,WA,WA,Carnation,King County,1059988.074
73301,10759,35068,zip,AL,AL,Fultondale,Jefferson County,235586.19
99994,10759,98841,zip,WA,WA,Omak,Okanogan County,260297.7223
88975,10759,71241,zip,LA,LA,Farmerville,Union Parish,176436.7617
73906,10762,36522,zip,AL,AL,Citronelle,Mobile County,165755.4592
60836,10763,7849,zip,NJ,NJ,Lake Hopatcong,Morris County,522621.0826
88581,10764,70420,zip,LA,LA,Abita Springs,Saint Tammany Parish,282144.6836
68054,10764,24230,zip,VA,VA,Coeburn,Wise County,111519.837
98878,10766,96741,zip,HI,HI,Kalaheo,Kauai County,1065488.978
74519,10767,37861,zip,TN,TN,Rutledge,Grainger County,275223.4768
63071,10768,13340,zip,NY,NY,Frankfort,Herkimer County,209541.1389
68064,10769,24251,zip,VA,VA,Gate City,Scott County,171109.8067
61225,10770,8869,zip,NJ,NJ,Raritan,Somerset County,546758.2214
86351,10770,64112,zip,MO,MO,Kansas City,Jackson County,421130.3695
73101,10772,34436,zip,FL,FL,Floral City,Citrus County,269268.6188
60917,10773,8022,zip,NJ,NJ,Mansfield Township,Burlington County,522895.1082
75293,10774,39428,zip,MS,MS,Collins,Covington County,150620.8809
60112,10774,6052,zip,CT,CT,New Britain,Hartford County,348694.708
64153,10776,15537,zip,PA,PA,Everett,Bedford County,209182.0029
68205,10777,24550,zip,VA,VA,Evington,Campbell County,283244.4795
95481,10778,87801,zip,NM,NM,Socorro,Socorro County,190390.8328
59282,10779,3904,zip,ME,ME,Kittery,York County,634126.3796
80820,10780,52057,zip,IA,IA,Manchester,Delaware County,229221.0186
88596,10781,70443,zip,LA,LA,Independence,Tangipahoa Parish,180281.416
61820,10782,10504,zip,NY,NY,Armonk,Westchester County,1631078.962
65587,10783,18801,zip,PA,PA,Montrose,Susquehanna County,249272.4062
65051,10784,17360,zip,PA,PA,Seven Valleys,York County,367666.2068
85882,10785,63040,zip,MO,MO,Wildwood,Saint Louis County,479312.4015
87240,10786,66609,zip,KS,KS,Topeka,Shawnee County,254997.6135
86653,10786,65018,zip,MO,MO,California,Moniteau County,233989.1534
97918,10788,95006,zip,CA,CA,Boulder Creek,Santa Cruz County,749817.2512
76713,10789,43515,zip,OH,OH,Delta,Fulton County,219746.4298
79736,10790,49419,zip,MI,MI,Hamilton,Allegan County,382579.5547
79001,10791,48131,zip,MI,MI,Dundee,Monroe County,295213.0187
94129,10792,83341,zip,ID,ID,Kimberly,Twin Falls County,442401.3842
59113,10793,3304,zip,NH,NH,Bow,Merrimack County,597037.5887
80292,10794,50321,zip,IA,IA,Des Moines,Polk County,356917.9546
61176,10795,8801,zip,NJ,NJ,Annandale,Hunterdon County,614440.3088
89775,10796,72837,zip,AR,AR,Dover,Pope County,212500.5475
62993,10796,13152,zip,NY,NY,Skaneateles,Onondaga County,637582.2786
94094,10798,83274,zip,ID,ID,Shelley,Bingham County,424307.7579
92980,10798,79512,zip,TX,TX,Colorado City,Mitchell County,100158.1631
80266,10800,50273,zip,IA,IA,Winterset,Madison County,300051.5519
68717,10801,25702,zip,WV,WV,Huntington,Cabell County,92459.9375
84405,10802,60155,zip,IL,IL,Broadview,Cook County,265710.6756
96754,10803,92249,zip,CA,CA,Heber,Imperial County,402001.9864
63915,10804,15131,zip,PA,PA,White Oak,Allegheny County,182069.8066
73272,10804,35031,zip,AL,AL,,Blount County,207706.9198
71198,10804,30553,zip,GA,GA,Lavonia,Franklin County,323701.6358
86145,10807,63664,zip,MO,MO,Potosi,Washington County,182014.6104
93122,10807,79911,zip,TX,TX,El Paso,El Paso County,387779.747
84011,10807,59330,zip,MT,MT,Glendive,Dawson County,189061.6866
88592,10810,70437,zip,LA,LA,Folsom,Saint Tammany Parish,301751.0611
60543,10810,7028,zip,NJ,NJ,Glen Ridge,Essex County,1120344.711
77077,10812,44230,zip,OH,OH,Doylestown,Wayne County,281308.5766
72934,10813,33953,zip,FL,FL,Port Charlotte,Charlotte County,335351.312
69908,10814,28383,zip,NC,NC,Elrod,Robeson County,102535.8778
100022,10814,98922,zip,WA,WA,Cle Elum,Kittitas County,616895.7497
95630,10816,88345,zip,NM,NM,Ruidoso,Lincoln County,345037.8074
76459,10816,43011,zip,OH,OH,Centerburg,Knox County,389266.0363
69626,10818,27949,zip,NC,NC,Southern Shores,Dare County,784201.5335
72369,10819,33031,zip,FL,FL,,Miami-Dade County,908425.1956
65054,10820,17363,zip,PA,PA,Stewartstown,York County,385018.7476
63391,10821,14057,zip,NY,NY,Eden,Erie County,320781.4544
82082,10822,55070,zip,MN,MN,Saint Francis,Anoka County,354499.8276
82880,10823,56472,zip,MN,MN,Pequot Lakes,Crow Wing County,411767.9189
77760,10823,45693,zip,OH,OH,West Union,Adams County,185566.2937
79570,10825,49083,zip,MI,MI,Richland,Kalamazoo County,376182.7105
81732,10826,54495,zip,WI,WI,Wisconsin Rapids,Wood County,174209.0925
80949,10826,52333,zip,IA,IA,Solon,Johnson County,443805.3298
71791,10828,32112,zip,FL,FL,Crescent City,Putnam County,209443.3415
